state,date,cases,deaths,all_hospital_beds,hospitalized_covid_confirmed_patients,hospitalized_covid_patients,hospitalized_suspected_covid_patients,icu_available_beds,icu_covid_confirmed_patients,icu_suspected_covid_patients
Oregon,2020-06-11,5252.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-12,5388.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-13,5543.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-14,5644.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-15,5831.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-16,6111.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-17,6235.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-18,6390.0,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-19,6592.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-20,6682.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-21,6945.0,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-22,7115.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-23,7317.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-24,7462.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-25,7605.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-26,8008.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-27,8110.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-28,8348.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-29,8509.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-06-30,8695.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-01,9019.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-02,9344.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-03,9643.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-04,9937.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-05,10237.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-06,10413.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-07,10654.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-08,10872.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-09,11247.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-10,11501.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-11,11851.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-12,12170.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-13,12511.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-14,12834.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-15,13129.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-16,13541.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-17,13842.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-18,14231.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-19,14586.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-20,14907.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-21,15257.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-22,15436.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-23,15765.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-24,16172.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-25,16492.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-26,16764.0,291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-27,17122.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-28,17419.0,305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-29,17805.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-30,18166.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-07-31,18510.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-01,18817.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-02,19097.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-03,19395.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-04,19700.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-05,19979.0,342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-06,20250.0,343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-07,20658.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-08,21011.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-09,21272.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-10,21488.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-11,21782.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-12,22029.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-13,22315.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-14,22614.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-15,23018.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-16,23262.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-17,23461.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-18,23685.0,399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-19,23887.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-20,24176.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-21,24435.0,421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-22,24711.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-23,24938.0,422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-24,25174.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-25,25408.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-26,25575.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-27,25775.0,444.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-28,26069.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-29,26293.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-30,26554.0,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-08-31,26723.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-01,26958.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-02,27085.0,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-03,27356.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-04,27605.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-05,27857.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-06,28045.0,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-07,28191.0,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-08,28355.0,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-09,28474.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-10,28661.0,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-11,28888.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-12,29156.0,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-13,29337.0,509.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-14,29488.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-15,29664.0,519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-16,29856.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-17,30068.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-18,30351.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-19,30600.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-20,30802.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-21,30999.0,532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-22,31323.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-23,31513.0,538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-24,31869.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-25,32328.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-26,32581.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-27,32820.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-28,32995.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-29,33297.0,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-09-30,33554.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-01,33865.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-02,34180.0,566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-03,34512.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-04,34771.0,573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-05,35056.0,574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-06,35347.0,581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-07,35646.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-08,36121.0,596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-09,36538.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-10,36925.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-11,37263.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-12,37472.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-13,37788.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-14,38175.0,609.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-15,38536.0,613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-16,38947.0,620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-17,39316.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-18,39532.0,622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-19,39799.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-20,40149.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-21,40458.0,638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-22,40825.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-23,41357.0,651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-24,41739.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-25,42101.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-26,42454.0,657.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-27,42821.0,665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-28,43228.0,673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-29,43793.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-30,44388.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-10-31,44923.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-01,45419.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-02,45978.0,694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-03,46460.0,701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-04,47049.0,707.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-05,47839.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-06,48608.0,716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-07,49587.0,729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-08,50448.0,730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-09,51155.0,738.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-10,51909.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-11,52770.0,746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-12,53879.0,748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-13,54937.0,759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-14,56018.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-15,56880.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-16,57646.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-17,58570.0,779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-18,59670.0,791.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-19,60874.0,809.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-20,62176.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-21,63668.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-22,65170.0,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-23,66334.0,830.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-24,67337.0,848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-25,68504.0,871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-26,70006.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-27,70833.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-28,72506.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-29,74120.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-11-30,75454.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-01,76655.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-02,78206.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-03,79294.0,974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-04,81441.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-05,83243.0,1027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-06,84496.0,1033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-07,85803.0,1049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-08,87082.0,1082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-09,88308.0,1112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-10,89838.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-11,91434.0,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-12,92839.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-13,93853.0,1158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-14,95042.0,1168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-15,96093.0,1213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-16,97625.0,1267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-17,98937.0,1284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-18,100309.0,1306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-19,101814.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-20,102930.0,1341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-21,103880.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-22,105091.0,1382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-23,106020.0,1409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-24,106822.0,1417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-25,107833.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-26,108348.0,1431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-27,109734.0,1436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-28,110303.0,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-29,111258.0,1457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-30,112301.0,1478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2020-12-31,113929.0,1485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-01,115377.0,1501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-02,116348.0,1503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-03,117745.0,1510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-04,118473.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-05,119508.0,1550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-06,120243.0,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-07,121087.0,1577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-08,122847.0,1590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-09,124476.0,1607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-10,125683.0,1607.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-11,126607.0,1628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-12,127791.0,1669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-13,129109.0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-14,130246.0,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-15,131296.0,1763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-16,132412.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-17,133205.0,1801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-18,133851.0,1811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-19,134468.0,1816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-20,135143.0,1841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-21,135973.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-22,136839.0,1874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-23,137600.0,1882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-24,138168.0,1885.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-25,138587.0,1892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-26,139355.0,1909.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-27,140063.0,1936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-28,140783.0,1946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-29,141729.0,1956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-30,142417.0,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-01-31,142417.0,1972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-02-01,143373.0,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-02-02,143978.0,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-02-03,144605.0,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-02-04,145322.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-02-05,146137.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-02-06,146741.0,2032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oregon,2021-02-07,147122.0,2034.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-01-31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-24,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-26,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-28,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-02-29,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-03-01,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Washington,2020-03-02,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
